class,gyroX,gyroY,gyroZ,accX,accY,accZ
3,-5.7251908,0.8167939,22.0610687,0.3100586,0.1269531,-1.079834
3,-1.2519084,1.2900763,0.648855,0.265625,-0.107666,-0.9228516
3,-1.2290076,5.8854962,0.3816794,0.3681641,-0.1728516,-0.8637695
3,-1.4580153,2.6335878,-0.4351145,0.3178711,-0.1518555,-0.9599609
3,-2.2442748,4.3664122,1.3129771,0.4133301,-0.1379395,-0.9763184
3,-1.2290076,4.5267176,3.3206107,0.3195801,-0.1113281,-0.9838867
3,0.2671756,2.6793893,3.6946565,0.4150391,-0.1486816,-0.9177246
3,-3.8625954,1.480916,3.3816794,0.3491211,-0.1594238,-0.9106445
3,-1.5572519,0.7175573,0.0839695,0.2739258,-0.3166504,-0.9389648
3,1.4274809,5.5419847,0.9312977,0.2219238,-0.1911621,-1.0085449
3,0.778626,3.5725191,1.7175573,0.1777344,-0.1577148,-0.9604492
3,-2.2900763,-1.4198473,-0.8015267,0.2844238,-0.1999512,-1.0070801
3,-7.5419847,7.0687023,0.9923664,0.2834473,-0.1616211,-0.9272461
3,0.4122137,2.4732824,-0.5114504,0.2880859,-0.203125,-1.0690918
3,-1.0305344,-1.8854962,0.2748092,0.2800293,-0.2634277,-1.1303711
3,-1.0,5.8549618,-0.1984733,0.3635254,-0.2087402,-0.8498535
3,-0.5572519,5.8244275,-0.3053435,0.4672852,-0.1435547,-1.0058594
3,1.4274809,4.6564885,-0.1526718,0.5537109,-0.2280273,-0.9916992
3,-2.0763359,-1.1068702,1.5496183,0.2226562,-0.1018066,-1.0441895
3,4.6946565,4.2442748,4.3816794,0.4682617,-0.1867676,-0.8349609
3,0.4045802,4.2900763,0.7175573,0.3466797,-0.1650391,-1.0300293
3,-2.1450382,4.7251908,1.5954198,0.1340332,-0.1723633,-0.8935547
3,1.129771,1.9847328,2.2137405,0.0822754,-0.0144043,-0.878418
3,5.351145,4.0763359,-1.2137405,0.4780273,-0.1660156,-1.0153809
3,0.7022901,3.7022901,-1.9618321,0.3303223,-0.107666,-0.9526367
3,0.1374046,6.2290076,1.7557252,0.328125,-0.1550293,-0.9274902
3,1.4885496,9.5725191,1.7862595,0.244873,-0.1228027,-1.0700684
3,1.8778626,3.3129771,-0.7022901,0.2026367,-0.1201172,-0.9433594
3,-5.3587786,3.9770992,5.7633588,0.1245117,0.0795898,-0.9499512
3,-2.2137405,2.8015267,0.2519084,0.388916,-0.0993652,-1.0441895
3,3.6870229,4.9770992,1.6793893,0.375,-0.1186523,-0.8369141
3,-1.4503817,5.3587786,3.1068702,0.34375,-0.1665039,-1.1225586
3,-1.4198473,7.7938931,1.1221374,0.3737793,-0.0317383,-1.0292969
3,4.9770992,0.259542,1.0839695,0.3549805,-0.1245117,-0.8395996
3,1.5801527,1.6030534,1.778626,0.354248,-0.2121582,-0.9638672
3,-7.6183206,-0.6030534,-0.2137405,0.0876465,-0.03125,-0.9990234
3,2.0610687,5.2137405,1.3358779,0.2202148,-0.1647949,-0.7512207
3,0.5648855,4.0992366,1.4961832,0.1779785,-0.0957031,-1.0
3,-1.9083969,9.9389313,2.1603053,0.5444336,-0.0722656,-0.8491211
3,1.8396947,3.4503817,-0.6641221,0.298584,-0.2341309,-0.7075195
3,-1.1374046,1.1755725,-0.2900763,0.1801758,-0.1315918,-0.786377
3,-0.9923664,2.1603053,0.3969466,0.2353516,-0.0427246,-0.9001465
3,0.9770992,0.6641221,-1.4198473,0.2304688,-0.1818848,-0.9550781
3,-0.9083969,4.0229008,0.9618321,0.175293,-0.0512695,-0.9868164
3,-0.9847328,4.1221374,1.0229008,0.182373,-0.0422363,-0.9997559
3,-0.9312977,4.2290076,1.1908397,0.1796875,-0.0612793,-1.0061035
3,-0.5419847,4.259542,0.519084,0.1728516,-0.0322266,-0.9931641
3,-1.0229008,3.6793893,1.0381679,0.1782227,-0.0361328,-0.9719238
3,-0.9541985,3.8244275,0.740458,0.177002,-0.0556641,-0.9851074
3,-0.7557252,4.2061069,1.0610687,0.1674805,-0.0539551,-1.0021973
3,-0.4503817,4.2977099,0.8854962,0.1574707,-0.052002,-1.0058594
3,-1.0229008,4.1221374,0.8931298,0.1809082,-0.0441895,-1.0063477
3,-0.7175573,4.0152672,0.7328244,0.1757812,-0.0571289,-0.9902344
3,-0.6412214,4.3053435,0.8549618,0.1796875,-0.045166,-0.9943848
3,-0.8015267,4.1450382,0.6030534,0.1794434,-0.0493164,-0.9853516
3,-0.8015267,4.1755725,1.0916031,0.1728516,-0.048584,-0.9946289
3,-0.259542,4.129771,0.8854962,0.1779785,-0.0578613,-0.9741211
3,-0.9083969,4.1603053,0.7633588,0.1806641,-0.0844727,-0.9956055
3,-0.519084,3.9847328,0.7251908,0.2426758,-0.0908203,-0.9926758
3,-0.480916,7.0687023,1.6641221,0.4306641,-0.1540527,-0.9611816
3,-0.9618321,4.3816794,0.9618321,0.4172363,-0.1477051,-0.9272461
3,0.1221374,2.4580153,1.4885496,0.4023438,-0.126709,-1.013916
3,-0.6259542,3.3435115,0.9312977,0.4614258,-0.1538086,-0.9797363
3,1.870229,6.7480916,1.5419847,0.4399414,-0.0751953,-0.9763184
3,-0.9083969,5.1068702,0.4961832,0.3879395,-0.0756836,-1.0153809
3,-5.6564885,5.0763359,0.9923664,0.4519043,-0.1652832,-1.0563965
3,3.2748092,7.1221374,1.0076336,0.3945312,-0.0949707,-0.9846191
3,-2.3129771,3.3129771,-1.4656489,0.3259277,-0.1723633,-0.8708496
3,0.1755725,-2.3282443,-1.7938931,0.2802734,-0.1159668,-1.0078125
3,10.4656489,4.3740458,2.2442748,0.3054199,-0.1584473,-0.9458008
3,-2.3587786,2.2519084,0.4122137,0.151123,-0.1137695,-0.8588867
4,-1.610687,4.9847328,1.0458015,0.0563965,0.0039062,-1.0349121
4,1.0534351,4.519084,1.0992366,-0.0161133,0.1115723,-0.9282227
4,1.9541985,6.0458015,0.778626,0.0124512,0.0214844,-0.9243164
4,1.1450382,7.5648855,1.1374046,0.0285645,0.0458984,-1.0019531
4,-2.5419847,2.0229008,0.8091603,0.1047363,-0.0246582,-1.0568848
4,-3.1832061,2.0,1.1832061,-0.0097656,-0.0217285,-0.9985352
4,-2.3816794,7.2824427,1.5343511,0.0183105,0.0788574,-0.9462891
4,1.0305344,5.6793893,0.3053435,0.0217285,0.0720215,-0.8979492
4,-0.6717557,4.3664122,0.610687,0.0061035,0.0773926,-1.1013184
4,-0.1221374,3.5725191,0.5648855,0.019043,0.0231934,-1.0305176
4,-0.6641221,5.0916031,0.0305344,-0.0253906,0.0808105,-1.0895996
4,-1.0763359,4.8625954,1.8931298,0.0444336,0.032959,-0.9782715
4,-1.0152672,4.2824427,-1.9389313,0.0336914,0.0283203,-0.9775391
4,-0.9541985,4.0305344,0.4885496,0.0314941,-0.0270996,-1.0310059
4,0.5038168,4.8778626,0.6946565,0.0305176,0.0422363,-0.9658203
4,0.7099237,4.1755725,1.2977099,0.0976562,-0.0637207,-1.0036621
4,-0.6030534,5.7480916,0.7557252,0.0405273,0.0053711,-1.020752
4,0.2061069,3.7480916,0.8091603,0.0517578,0.1228027,-0.9638672
4,1.8167939,5.1526718,0.8091603,-0.0134277,0.0788574,-0.9401855
4,-0.9541985,7.1145038,0.5114504,0.0541992,0.0737305,-1.0712891
4,-2.870229,4.610687,0.259542,0.0529785,0.0351562,-1.0966797
4,-3.1068702,2.3282443,1.0763359,0.0163574,0.0905762,-1.003418
4,-1.7709924,4.8015267,0.0534351,0.0842285,0.0585938,-1.0070801
4,0.0534351,6.9770992,0.2290076,0.1247559,0.0075684,-0.963623
4,-0.4961832,5.1603053,0.740458,0.1364746,0.0092773,-1.0439453
4,-1.4198473,5.4351145,0.7022901,0.105957,0.0043945,-0.9929199
4,0.0534351,0.351145,0.7862595,0.1157227,0.0380859,-0.986084
4,2.8931298,4.2290076,1.0305344,0.2976074,-0.0959473,-0.9584961
4,-0.778626,7.5419847,0.6870229,-0.0048828,0.0690918,-0.9743652
4,2.0534351,5.3587786,0.6030534,-0.060791,0.0773926,-0.9472656
4,-0.2290076,2.4351145,0.9770992,-0.0336914,0.0251465,-0.9921875
4,-0.1068702,3.1068702,1.5572519,-0.0478516,0.0166016,-1.059082
4,-0.0229008,4.9847328,1.6030534,0.0112305,0.0693359,-0.9777832
4,-0.7175573,5.5572519,1.6259542,-0.005127,0.1025391,-1.0246582
4,-1.1068702,7.3435115,0.8396947,0.0356445,-0.0322266,-0.9714355
4,1.8244275,5.1679389,1.5877863,0.0598145,0.0935059,-0.9831543
4,-1.4122137,4.0076336,0.5114504,0.0483398,0.0012207,-1.0217285
4,-0.6793893,5.5343511,0.6641221,0.0908203,0.1088867,-1.0422363
4,-0.1450382,3.8091603,0.9847328,0.0246582,0.0112305,-0.9245605
4,-1.0610687,5.7709924,0.7938931,0.0168457,0.0769043,-0.9140625
4,-3.7938931,10.1374046,0.8167939,0.0744629,0.0405273,-0.8466797
4,-13.3587786,-8.6793893,9.3358779,0.3977051,-0.0622559,-1.2248535
4,0.6259542,7.2137405,1.221374,0.0742188,0.0854492,-0.9785156
4,1.7175573,5.519084,1.8473282,0.1035156,-0.0224609,-1.0332031
4,0.0458015,1.3664122,1.2748092,0.1245117,-0.0185547,-1.0656738
4,-1.2137405,3.1450382,0.9923664,0.0039062,0.0610352,-0.9707031
4,-0.4656489,9.0916031,1.7099237,0.1853027,0.0395508,-1.072998
4,1.2519084,9.1221374,2.7251908,0.6584473,-0.251709,-1.0297852
4,-0.1145038,5.1374046,0.5877863,0.6020508,-0.3295898,-0.9650879
4,-1.7099237,5.8091603,0.3664122,0.0136719,0.1313477,-1.034668
4,1.7175573,5.5496183,1.0229008,0.0368652,0.0710449,-1.0639648
4,-0.8396947,7.0610687,1.2519084,-0.0097656,0.0825195,-1.0808105
4,-0.9160305,5.6564885,0.7328244,0.0698242,0.0307617,-1.059082
4,0.1908397,8.4656489,1.4885496,0.4138184,-0.1184082,-0.9394531
4,1.3435115,6.4656489,1.5343511,0.6174316,-0.2036133,-1.0551758
4,-1.1908397,3.6412214,3.2137405,0.6711426,-0.3183594,-0.9748535
4,-3.0,4.4274809,0.7099237,-0.0256348,0.0783691,-0.9304199
4,-0.4274809,2.2519084,0.7251908,0.0373535,0.0515137,-1.0170898
4,-0.5648855,2.9160305,0.5954198,0.0048828,0.0737305,-0.9255371
4,0.9236641,6.1832061,1.4656489,0.0895996,-0.0014648,-1.0236816
4,-2.4045802,2.4045802,0.2519084,0.5231934,-0.2209473,-1.0839844
4,5.1603053,12.9847328,2.7328244,0.6806641,-0.3486328,-0.9655762
4,3.0992366,7.4503817,0.9389313,0.5876465,-0.2272949,-0.9123535
4,-1.3206107,5.0687023,0.1145038,-0.0236816,0.050293,-1.0754395
4,-1.4503817,4.5648855,0.389313,0.0529785,0.0834961,-1.1154785
4,0.8091603,2.1450382,0.351145,-0.0180664,0.0664062,-1.0505371
4,-1.7480916,3.6870229,0.6946565,0.0317383,0.0603027,-1.0214844
4,1.4732824,6.0152672,1.0152672,0.3969727,-0.0722656,-0.9926758
4,-0.0305344,4.9618321,0.3664122,0.5617676,-0.1943359,-0.9731445
4,-3.5572519,5.259542,0.9618321,0.5695801,-0.3259277,-0.9812012
4,-2.7862595,7.519084,1.7633588,0.0588379,0.088623,-0.9990234
4,-0.9083969,5.6183206,1.1374046,0.0266113,0.144043,-0.9831543
4,-0.2977099,7.0458015,1.4885496,0.0507812,0.0339355,-0.9838867
4,-0.1526718,7.2824427,2.389313,0.5390625,-0.137207,-1.270752
4,-0.5801527,5.3816794,1.8778626,0.5869141,-0.2558594,-0.9506836
4,-3.6564885,7.1755725,1.7480916,0.6123047,-0.293457,-0.9348145
4,-1.7251908,5.8091603,1.1374046,0.6601562,-0.2236328,-0.9941406
4,-0.9389313,5.3282443,0.8625954,0.0317383,0.0585938,-0.9743652
4,-0.648855,3.9694656,0.9694656,-0.0336914,0.1018066,-0.9748535
4,-1.3053435,3.4732824,0.519084,0.0119629,0.0681152,-1.0429688
4,0.7099237,8.5801527,1.0839695,0.2275391,-0.1606445,-0.9047852
4,0.2061069,2.3435115,1.8778626,0.6069336,-0.1474609,-1.1728516
4,-0.2977099,5.0381679,0.8015267,0.6218262,-0.2629395,-1.0002441
4,-1.3816794,3.3740458,1.1145038,0.6132812,-0.2265625,-0.9726562
4,-2.7328244,4.9770992,1.610687,0.0512695,0.1010742,-1.2458496
4,-0.1068702,6.8931298,1.2748092,0.0878906,-0.0080566,-1.0715332
4,4.5038168,5.0229008,1.2442748,0.0092773,0.0349121,-0.9470215
4,5.1603053,6.7709924,1.5725191,0.2978516,-0.1125488,-1.0393066
4,-3.5648855,4.4122137,1.4885496,0.5385742,-0.2453613,-1.0349121
4,-2.2824427,3.0229008,0.8015267,0.6384277,-0.2236328,-1.050293
4,-1.9847328,5.351145,1.1755725,0.6408691,-0.326416,-0.9914551
4,0.0381679,4.8244275,1.2061069,0.0307617,0.032959,-1.0532227
4,-3.870229,4.8473282,1.2061069,0.1166992,0.0825195,-1.0598145
4,3.2900763,9.480916,1.3358779,0.1013184,-0.0275879,-1.0546875
4,0.4656489,2.7251908,1.4732824,0.5808105,-0.145752,-1.0231934
4,-0.0229008,4.2290076,1.1603053,0.6401367,-0.3078613,-0.8791504
4,0.2137405,4.6259542,0.5954198,0.5773926,-0.270752,-0.9394531
4,-1.3435115,2.5954198,0.6564885,0.6433105,-0.2524414,-0.9116211
4,2.5496183,4.9694656,0.5572519,0.1208496,-0.0615234,-0.9384766
4,-4.480916,4.2900763,0.2900763,0.1445312,-0.0231934,-1.0720215
4,5.2900763,7.259542,-0.4045802,0.1364746,0.1174316,-1.057373
4,4.0687023,7.0839695,0.6641221,0.1940918,0.0227051,-0.9890137
4,-0.8473282,0.6717557,1.2748092,0.578125,-0.2600098,-0.9829102
4,5.6793893,2.4427481,1.4656489,0.6789551,-0.3054199,-0.9716797
4,0.0610687,7.2977099,1.4045802,0.6472168,-0.3071289,-0.885498
4,-2.2671756,5.3282443,0.8778626,-0.029541,0.1374512,-1.0275879
4,0.1908397,5.0381679,0.9618321,-0.0058594,0.1999512,-1.043457
4,0.5725191,7.4885496,0.740458,0.0512695,-0.0119629,-0.8186035
4,0.6641221,4.1603053,0.778626,0.5065918,-0.2431641,-0.9204102
4,2.8091603,7.6412214,1.1221374,0.7067871,-0.3740234,-0.9997559
4,2.0687023,4.8244275,2.0763359,0.6367188,-0.3061523,-1.0546875
4,0.1679389,4.5725191,1.2900763,0.5925293,-0.2851562,-0.9960938
4,-3.8778626,5.259542,1.259542,0.0234375,0.0319824,-1.0546875
4,-1.6335878,4.5419847,1.389313,-0.0795898,0.1064453,-1.0673828
4,-0.5267176,7.2748092,0.3053435,0.0383301,0.0383301,-1.0419922
4,2.5954198,7.9847328,-1.2519084,0.5859375,-0.1591797,-0.9970703
4,0.6259542,4.1603053,-1.9160305,0.6950684,-0.3583984,-0.9912109
4,-0.5114504,2.0152672,0.7251908,0.6696777,-0.3479004,-1.0412598
4,-3.7633588,1.9923664,0.9312977,0.0007324,0.0698242,-1.1154785
4,-0.519084,5.4656489,-1.1450382,0.076416,0.0673828,-0.9133301
4,1.2671756,4.6717557,-0.4580153,0.1201172,0.0891113,-1.0410156
4,-1.4427481,2.1450382,0.3206107,0.0783691,0.0576172,-0.9892578
4,1.0152672,8.6564885,1.8854962,0.527832,-0.3190918,-1.0234375
4,-4.7022901,0.2900763,-0.2748092,0.5407715,-0.3007812,-1.0012207
4,-3.8778626,3.0458015,0.5114504,0.7321777,-0.3239746,-1.059082
4,-0.0610687,4.5038168,0.8931298,0.6467285,-0.3068848,-1.0
4,5.3129771,3.0916031,0.8320611,-0.0290527,0.0808105,-0.9492188
4,-0.5267176,6.4732824,0.9465649,0.0742188,0.1081543,-1.0375977
4,-5.8778626,4.259542,1.0076336,0.1516113,-0.0178223,-1.0068359
4,0.6030534,4.9007634,1.7709924,0.4594727,-0.2578125,-1.0771484
4,-2.8244275,4.9389313,0.9770992,0.6530762,-0.2912598,-0.8222656
4,-0.2900763,4.778626,0.4274809,0.6437988,-0.3251953,-1.036377
4,-0.4885496,4.2977099,0.9083969,0.4775391,-0.2172852,-0.9799805
4,-0.0610687,2.610687,0.6717557,0.0107422,0.1118164,-1.012207
4,1.480916,5.5725191,1.0458015,0.0910645,0.1176758,-1.0109863
4,0.5496183,7.2519084,0.3282443,0.1181641,0.0378418,-1.0588379
4,-4.4198473,4.8473282,0.9389313,0.7478027,-0.3967285,-0.9321289
4,-3.648855,4.9770992,0.9694656,0.6921387,-0.3415527,-0.9406738
4,-1.648855,3.4885496,0.5954198,0.0324707,0.0585938,-0.8928223
4,-1.1374046,4.0992366,1.0305344,0.1022949,0.0280762,-1.0058594
4,-2.0,3.2748092,1.5954198,0.154541,0.0214844,-0.9274902
4,-5.8473282,2.5267176,11.6259542,0.6342773,-0.3452148,-0.9785156
4,-4.0381679,5.5725191,0.9007634,0.592041,-0.4106445,-0.947998
4,-1.6793893,4.1755725,0.8396947,0.5,-0.2199707,-0.9487305
4,-1.0687023,4.4198473,1.1755725,0.2800293,-0.0515137,-0.9855957
4,-1.3053435,3.6641221,1.0534351,0.1035156,0.0354004,-1.0314941
4,-0.8167939,4.6183206,0.9770992,0.1218262,0.0375977,-1.0395508
4,0.5801527,4.8473282,0.7480916,0.0319824,0.0007324,-1.027832
4,-1.9465649,7.0229008,1.1221374,0.0,0.0568848,-0.9926758
4,1.5496183,6.6183206,1.389313,0.4248047,-0.1767578,-0.923584
4,-3.4961832,3.8015267,1.4885496,0.5292969,-0.388916,-1.001709
4,4.1145038,8.0152672,1.3282443,0.690918,-0.3200684,-0.9387207
4,-1.6641221,4.2900763,1.1374046,0.6020508,-0.279541,-1.0170898
4,-1.0152672,5.8320611,0.4885496,0.4157715,-0.1513672,-0.9987793
4,-1.9541985,5.1679389,0.6793893,0.0339355,0.0629883,-1.0439453
4,4.6412214,8.7709924,2.3206107,0.5095215,-0.1542969,-0.9333496
4,0.6259542,5.4274809,3.1526718,0.6704102,-0.4067383,-1.0078125
4,-5.7175573,5.1908397,1.5419847,0.6308594,-0.4501953,-0.9831543
4,-1.6412214,3.5954198,0.5038168,0.4233398,-0.1279297,-0.9487305
4,-0.5954198,4.3282443,0.6793893,0.284668,-0.083252,-0.994873
4,-0.3816794,4.6793893,0.9770992,0.1276855,0.0246582,-0.998291
4,0.7251908,3.8854962,1.5038168,-0.0056152,0.0805664,-1.0395508
4,0.1984733,4.0458015,2.1068702,-0.0205078,0.0100098,-1.1191406
4,1.9160305,9.4427481,2.7862595,0.3825684,-0.2268066,-0.9946289
4,1.4656489,4.2366412,2.7633588,0.6401367,-0.3764648,-0.9311523
4,3.4198473,5.5267176,3.8473282,0.7092285,-0.3029785,-0.9584961
4,-1.0610687,4.2671756,0.8778626,0.5581055,-0.2409668,-0.9506836
4,-2.1526718,2.5419847,0.3435115,0.0568848,0.0512695,-0.9543457
4,0.4885496,5.9694656,1.5419847,0.0009766,0.0571289,-0.8481445
4,-0.8015267,4.3435115,1.0992366,0.0996094,0.168457,-1.0444336
4,0.7022901,5.0839695,0.6412214,0.4445801,-0.1540527,-1.034668
4,1.4961832,4.2061069,1.740458,0.5458984,-0.1782227,-0.9619141
4,1.8854962,5.0,2.0839695,0.5341797,-0.2819824,-0.9074707
4,-0.6412214,5.1068702,1.3206107,0.548584,-0.2436523,-0.9726562
4,-2.5572519,3.8625954,0.4503817,0.0666504,0.083252,-0.9335938
4,-1.9465649,5.8778626,0.8320611,0.0925293,0.1118164,-1.1696777
4,-1.4885496,7.4351145,1.0458015,0.0065918,0.0561523,-0.854248
4,5.6335878,6.4351145,1.9923664,0.4682617,-0.182373,-0.8945312
4,0.5648855,4.9847328,1.6412214,0.5905762,-0.3535156,-0.875
4,-1.9847328,4.2137405,-0.0992366,0.2976074,-0.1083984,-1.0266113
4,-1.1221374,3.7862595,0.1908397,0.2722168,-0.0969238,-0.9753418
4,-0.5954198,3.5801527,0.8778626,0.1801758,-0.0336914,-0.9624023
4,-1.2137405,5.6335878,-0.5877863,-0.0187988,0.1376953,-0.9968262
4,-0.3435115,5.1526718,-0.0458015,0.0554199,0.121582,-1.048584
4,1.0916031,0.7022901,0.129771,0.5473633,-0.2341309,-1.0314941
4,-2.1221374,4.8015267,1.1603053,0.673584,-0.3254395,-0.9916992
4,-0.5572519,4.1679389,1.0305344,0.6010742,-0.2980957,-0.9909668
4,-0.1374046,4.9160305,1.0916031,0.0793457,0.0461426,-0.9829102
4,-0.5954198,3.1679389,0.5801527,0.072998,0.0185547,-0.916748
4,-2.7328244,1.9923664,1.2748092,-0.0148926,0.1333008,-0.9645996
4,-1.0305344,1.4427481,0.2290076,0.0400391,0.1342773,-1.0876465
4,1.5419847,7.1068702,0.6564885,0.6748047,-0.3085938,-0.9414062
4,4.3053435,5.4427481,0.9770992,0.6225586,-0.2348633,-0.9870605
4,-2.2748092,3.4580153,0.9007634,0.5866699,-0.269043,-0.9741211
4,-1.0381679,3.7022901,1.0229008,0.3840332,-0.1381836,-1.0097656
4,-0.5267176,4.3282443,0.9389313,0.104248,0.0456543,-0.987793
4,-0.0916031,5.6793893,0.8549618,-0.0217285,0.1157227,-0.9987793
4,-0.1603053,7.8091603,0.9007634,0.0107422,0.1655273,-1.0427246
4,-0.0839695,3.740458,2.6641221,0.5656738,-0.3615723,-0.9916992
4,-4.6946565,1.778626,1.2671756,0.5759277,-0.1623535,-0.9399414
4,-1.4427481,3.4732824,0.2824427,0.5031738,-0.2565918,-1.0578613
4,-0.9389313,4.2824427,0.7480916,0.3312988,-0.0888672,-0.9765625
4,-0.648855,5.0916031,0.6870229,0.1413574,0.0383301,-1.015625
4,-0.6335878,4.2061069,2.8167939,-0.0454102,0.1259766,-1.0197754
4,-1.8320611,2.8167939,2.2671756,0.0637207,0.0461426,-1.1137695
4,-0.3816794,6.0610687,1.0839695,0.6315918,-0.3442383,-0.9575195
4,0.8625954,6.648855,3.7633588,0.5795898,-0.251709,-1.0744629
4,-1.3587786,4.7328244,1.4580153,0.5253906,-0.2175293,-1.0058594
4,-0.6412214,4.5114504,0.9465649,0.3083496,-0.0898438,-0.989502
4,-1.2519084,4.3206107,0.8320611,0.119873,0.0358887,-0.9768066
4,-0.3435115,4.5419847,1.8244275,-0.0075684,0.1447754,-0.9987793
4,0.7938931,5.5725191,1.1755725,0.0253906,0.0383301,-0.9841309
4,-0.8396947,5.2900763,1.1908397,0.6022949,-0.3522949,-0.9475098
4,0.9160305,5.5419847,0.7480916,0.6169434,-0.3286133,-0.9624023
4,-1.7862595,3.3969466,0.8778626,0.1103516,-0.0004883,-1.0439453
4,-0.5572519,4.8167939,0.7633588,0.1000977,0.0307617,-0.9812012
4,-0.4427481,2.0305344,0.9923664,0.0844727,0.0639648,-1.0134277
4,1.4045802,2.740458,0.1374046,0.1035156,0.074707,-1.0129395
4,3.3969466,4.4274809,1.351145,0.1835938,-0.0405273,-0.9106445
4,-1.9618321,2.3587786,8.8931298,0.4729004,-0.4311523,-0.8735352
4,-0.4351145,5.3969466,1.2824427,0.4599609,-0.2270508,-0.967041
4,-1.0610687,4.5343511,1.1832061,0.4191895,-0.1928711,-1.0026855
4,-1.0152672,5.259542,0.6564885,0.3088379,-0.0900879,-1.0231934
4,-0.8778626,4.4885496,0.0458015,0.0981445,-0.0158691,-1.0012207
5,0.059406646,-0.17470746,0.101938136,0.0,0.0,0.0
5,-0.02855795,0.05131268,0.13553573,-1.6248639,-1.0824918,-0.20418262
5,-0.019394971,-0.029321533,0.08788824,-0.5946599,-0.122409865,0.2205019
5,0.069791354,-0.029932396,0.054901514,0.7384782,-0.22845554,0.66773224
5,0.030695979,-0.0036651916,0.054901514,0.101741076,0.7775676,-0.066729546
5,0.021533,0.115453534,0.014584408,0.15846956,0.34589112,0.3552742
5,0.03436117,-0.030543262,0.05062546,0.078171015,-0.34917977,0.27065182
5,0.00870483,-0.009773844,0.046960264,-0.66274977,-0.46277535,-0.09979725
5,-0.048716504,-0.02076942,-0.030008756,0.46731782,-0.23463994,0.13413906
5,0.009315695,0.0580322,-0.019624045,-0.17189527,-0.40889418,0.41465282
5,-0.0010690142,0.042760566,-0.072158456,0.8526788,-0.41677797,0.4910078
5,-0.029168816,0.15943582,-0.07276932,0.30885077,0.23902233,1.5170336
5,-0.01695151,0.004276057,-0.04589125,-0.40297937,-0.040392295,-1.0480223
5,0.02031127,0.005497787,-0.07826711,-0.6046126,0.84023064,-0.8447466
5,0.0050396384,-0.013439035,-0.06116288,0.16359544,0.47510707,0.006772995
5,-0.0022907446,0.029932396,-0.0055741454,-0.25059032,1.7221956,0.529089
5,-0.011453724,0.017715093,-0.08559749,0.7984953,0.1821081,0.20606041
5,0.007483099,0.087964594,-0.08987355,-0.29116774,1.694341,1.4759464
5,-0.023060163,0.032375857,-0.013515393,1.1801066,1.6199347,1.0541077
5,-0.011453724,0.0018325958,-0.028176159,-1.2662845,-1.4181135,0.4026966
5,0.008093964,0.0,-0.011682798,-1.9412715,-1.3333063,-0.80127716
5,-0.01572978,0.048258353,0.0017562376,-0.16773546,-1.0927223,-0.4438877
5,0.024587326,-0.031154128,-0.015347989,0.099909425,-0.90456706,-0.58917904
5,-0.00290161,-0.015271631,0.010308351,-0.23394442,-0.092106625,-0.21144581
5,-0.015118915,0.013439035,0.023747386,-0.74943143,-0.33966783,-0.7901592
5,0.012980887,-0.014660766,0.0011453723,-0.48120236,0.726062,-0.46176815
5,0.028252518,-0.047647487,-0.008628472,-0.018947363,0.68598056,0.5985756
5,-0.02367103,0.01282817,-0.0110719325,-0.34503925,-0.12613934,-0.11033535
5,-0.020005837,0.03359759,0.010919216,0.5063236,0.89916474,-0.48235893
5,-0.00290161,0.059864793,0.0041996986,-0.7444526,0.30807012,0.13416195
5,0.013591751,-0.14538592,-0.04466952,-2.3109999,-0.00023590773,1.234169
5,-0.00045814895,0.0580322,-0.017180584,-1.2354913,-1.1864295,-0.4508562
5,-0.02977968,0.015271631,0.031688634,-0.05797839,-1.2544351,-1.2268076
5,0.00992656,-0.021991149,-0.01656972,0.73513544,-0.59420466,0.5606766
5,-0.01695151,-0.018936822,-0.009850202,-0.18448567,-0.28631848,0.45686817
5,-0.01695151,0.032375857,-0.04466952,0.21474361,-0.17878866,0.5616379
5,0.00992656,-0.018325957,0.007254025,0.19085145,-0.18170041,0.5620079
5,-0.04260785,0.023823744,-0.0110719325,-0.26172924,-0.5900413,-0.06337738
5,0.00015271631,-0.07941248,0.029245174,-0.250973,0.109036595,0.17395306
5,-0.02611449,-0.0061086523,0.04024075,-0.3154993,-0.40621176,-0.6458931
5,0.031306844,-0.06414085,0.031077769,1.0180122,0.70333594,-0.9524183
5,-0.0010690142,-0.025045475,0.058566704,-0.97506404,0.13342544,-0.51490307
5,0.037415497,0.03970624,0.07811439,-0.37907457,-0.45772478,-0.011478424
5,0.004428773,0.042760566,0.05795584,0.24483013,0.65835357,-0.44392014
5,-0.07192938,-0.036651913,0.075670935,0.45495677,0.4233096,0.17937946
5,0.03436117,0.03176499,0.097662084,-0.16050053,0.4032675,0.935833
5,0.011759156,-0.01160644,0.117820635,-0.7214869,-0.5823275,-0.5584183
5,0.05390886,-0.06169739,0.106214195,-0.10930574,0.63884765,-0.6289568
5,0.07162395,0.051923547,0.12270755,0.1320141,-0.30378756,0.08743
5,0.028252518,-0.025045475,0.07200574,-0.104435205,-0.009786218,0.19088554
5,0.0355829,-0.05497787,0.06895141,-0.18531281,0.6822442,0.02031517
5,-0.087201014,-0.02443461,0.065897085,1.0312804,0.72823286,0.1628828
5,0.044135015,0.0,0.02069306,0.024627209,0.4760384,-1.6079884
5,0.001985312,0.069027774,0.031688634,1.158198,0.22727384,-0.6456232
